-8.3311	222.832	-47.3434
-7.8833	259.854	-137.6480
-7.5235	255.954	-147.4090
-7.1996	256.7682	-168.7888
-6.4764	242.976	-199.6260
-6.5894	241.09	-203.6520
-6.4647	241.465	-212.4220
-6.6592	234.287	-227.5270
-6.2996	231.618	-234.2300
-6.0384	230.907	-246.8840
-6.4157	226.426	-251.1260
6.4168	238.282	-191.7750
-20.3769	239.061	-191.9380
15.5705	252.526	-140.2650
-31.2346	253.373	-141.0200
26.1265	236.0636	-174.8205
-41.6923	238.2997	-175.6858
3.82	245.646	-158.1040
-20.212	243.768	-157.1620
41.0012	234.2574	-159.7646
-56.476	235.3868	-162.2156
41.3728	237.126	-148.2170
-56.2595	240.684	-150.1950
39.2341	241.229	-128.2260
-54.329	244.712	-129.0180
44.3241	238.137	-139.8160
-60.6142	241.743	-142.0290
52.2813	161.091	-150.7800
-69.1799	163.277	-151.5810
42.0195	222.325	-188.8330
-57.3775	224.8909	-189.2966
56.7332	199.63	-169.6330
-72.918	202.886	-171.8830
65.2407	169.787	-107.7560
-79.7402	166.405	-112.0360
42.681	163.747	-211.2340
-57.3264	161.591	-210.0910
-7.9379	121.923	-165.9840
-6.8931	156.043	-170.5570
-9.1519	192.947	-143.6044
-10.0422	100.201	-95.8181
