-7.3739	222.793	-48.7883
-7.8685	259.014	-139.6210
-7.7308	255.42	-148.5090
-7.1823	255.506	-170.0500
-6.8767	243.85	-198.3410
-6.7128	240.853	-203.1480
-6.2522	241.209	-213.7600
-6.8735	233.303	-227.5730
-6.8238	230.257	-236.3970
-6.7498	230.862	-246.2020
-6.8245	227.203	-251.2470
6.3443	238.071	-190.9470
-20.1483	238.674	-191.4000
15.0674	251.819	-140.1960
-31.7936	253.823	-141.6380
27.5089	236.135	-174.3280
-43.4562	238.004	-175.0410
4.3098	242.9622	-158.1191
-20.1299	242.8531	-158.8519
40.3252	233.2396	-157.9503
-57.3133	235.2837	-161.4236
40.0867	237.87	-147.8620
-56.0849	241.004	-150.0010
39.1383	241.892	-129.5720
-55.4667	242.713	-128.3040
45.1891	235.757	-142.8590
-61.5258	240.209	-144.3370
52.0828	160.266	-149.9960
-68.4505	165.981	-152.2320
42.139	224.287	-188.1940
-56.1378	226.2843	-189.8085
56.199	198.843	-168.5930
-72.9989	202.143	-170.8060
63.4892	171.5151	-103.7317
-78.6778	171.081	-107.9406
43.1691	162.441	-208.0610
-58.8656	163.855	-211.9580
-8.5319	123.178	-165.1190
-7.3698	156.173	-172.2380
-8.3789	190.689	-144.2270
-9.0585	102.891	-93.4803
