-1.6689	226.335	-41.0980
-0.9078	255.664	-142.5700
-1.3677	248.976	-151.9780
-1.2555	251.3659	-170.2203
-3.171	234.929	-199.6150
-3.1358	232.542	-204.2810
-3.2209	229.629	-218.5720
-4.2756	219.319	-231.3680
-4.2024	213.506	-236.9090
-5.683	207.015	-247.7030
-5.5034	200.8547	-253.1428
9.9413	233.051	-188.4530
-15.882	235.568	-188.1780
21.1081	247.322	-141.2420
-23.8075	251.668	-140.3730
32.7542	231.765	-172.4210
-37.3102	238.0308	-171.0715
8.8929	240.359	-155.1320
-13.2014	241.716	-154.3690
45.8268	226.4187	-158.9963
-50.7323	235.0448	-157.1171
45.1599	230.788	-149.8680
-48.5531	240.14	-147.6200
42.5707	241.194	-131.3330
-43.4963	248.491	-129.8320
49.0799	233.725	-142.9620
-51.7815	241.363	-142.5590
55.2	156.555	-143.8210
-69.7622	166.555	-143.4500
46.951	214.926	-186.7800
-53.9404	223.796	-185.1550
56.2679	189.413	-167.5130
-68.936	198.935	-164.6270
70.9438	167.23	-104.8590
-80.5357	175.8	-99.9609
35.9724	148.347	-203.4560
-55.2001	158.187	-203.4690
-9.4032	121.207	-153.5960
-8.042	154.247	-157.5830
-4.5991	188.874	-139.1495
-11.4383	100.386	-72.3481
