#number of 3D points: 41 #
0.862486 	 231.293823 	 -53.039112
-8.645386 	 271.585815 	 -137.870255
-8.776421 	 267.744873 	 -147.231064
-8.821091 	 268.855286 	 -170.139603
-8.677761 	 254.071274 	 -199.932938
-8.572063 	 251.800797 	 -204.059769
-8.523033 	 251.245865 	 -213.169006
-5.694679 	 240.791351 	 -227.657501
-5.868313 	 237.901901 	 -235.070374
-6.842255 	 238.053223 	 -249.118683
-6.814274 	 232.689011 	 -253.707657
4.592533 	 252.168777 	 -193.706329
-20.836143 	 249.753647 	 -192.182251
16.966845 	 267.832245 	 -141.121994
-28.376167 	 261.426697 	 -138.112335
26.183643 	 254.544922 	 -179.447372
-40.539082 	 246.945892 	 -173.406647
4.314350 	 261.022888 	 -158.486603
-18.378948 	 255.341217 	 -156.369904
40.832893 	 254.056320 	 -162.931824
-53.148502 	 242.326569 	 -157.025513
41.431118 	 257.345947 	 -152.355148
-51.400036 	 247.370743 	 -146.608398
41.371658 	 260.972290 	 -133.994583
-50.148907 	 250.673462 	 -128.836990
44.799599 	 258.984680 	 -144.955231
-56.116123 	 246.519333 	 -139.863632
61.506409 	 183.538773 	 -159.587463
-59.283764 	 165.758133 	 -151.815079
44.685898 	 239.821289 	 -192.833771
-56.652668 	 226.987823 	 -185.699722
59.789295 	 220.109238 	 -174.700439
-66.848557 	 206.172791 	 -165.859085
75.885345 	 193.053757 	 -115.691536
-69.178833 	 168.336060 	 -109.546684
47.132557 	 173.720444 	 -216.189590
-48.328922 	 164.082672 	 -211.142151
4.138819 	 136.013733 	 -170.717896
1.740673 	 169.228760 	 -173.152069
-2.474655 	 208.691544 	 -148.410080
3.589127 	 110.015045 	 -94.304428
