#number of 3D points: 41 #
0.770437 	 240.082413 	 -59.480175
-7.062784 	 271.794800 	 -138.942596
-6.855246 	 266.862610 	 -149.422455
-9.478773 	 269.995544 	 -170.858719
-9.191065 	 254.529709 	 -201.739059
-9.066137 	 252.383270 	 -204.806625
-8.110807 	 249.548172 	 -214.944885
-8.802248 	 241.537125 	 -228.316299
-8.163576 	 238.504608 	 -234.777802
-9.026972 	 237.364548 	 -246.425064
-8.279520 	 233.128281 	 -253.215591
4.373959 	 254.458527 	 -190.901596
-20.768686 	 251.168884 	 -190.193344
17.509071 	 267.712585 	 -142.294434
-30.791643 	 263.336975 	 -136.045227
27.645538 	 254.409042 	 -175.613312
-38.828659 	 247.646286 	 -170.119186
4.733973 	 260.975739 	 -153.556351
-17.721125 	 256.858917 	 -154.181381
42.081440 	 253.351273 	 -163.375656
-52.162254 	 242.688080 	 -155.426773
41.373344 	 255.997879 	 -153.809082
-51.223770 	 246.662796 	 -145.827499
39.793148 	 263.041168 	 -133.817444
-48.852997 	 254.513351 	 -127.980858
45.968452 	 258.834412 	 -147.074036
-55.366913 	 246.816528 	 -141.217148
63.132736 	 183.496048 	 -158.459702
-60.315132 	 169.419098 	 -151.235657
46.996407 	 242.284485 	 -190.575638
-55.879257 	 233.755188 	 -185.478271
59.889778 	 217.943008 	 -173.710114
-67.438759 	 202.036484 	 -165.624863
74.203049 	 193.345276 	 -118.630409
-70.358086 	 173.643066 	 -112.530281
43.810905 	 172.302261 	 -217.594818
-49.014015 	 165.732269 	 -213.687897
3.721832 	 137.182404 	 -170.814896
1.520937 	 170.241074 	 -173.000183
2.387482 	 205.170380 	 -153.000290
2.214455 	 114.236328 	 -85.224495
