-2.1869	224.333	-40.2828
-0.8137	255.317	-142.7510
-1.3196	249.299	-151.1400
-1.4452	251.197	-171.6510
-2.9065	236.894	-197.9030
-3.2485	232.256	-203.2610
-3.2225	230.109	-217.0730
-3.1094	219.572	-230.5960
-4.1534	211.192	-238.3360
-4.706	206.04	-248.8530
-5.4845	197.7354	-252.5317
9.3848	233.276	-187.7810
-15.5433	235.846	-187.7830
22.0439	247.845	-141.1380
-23.8378	250.889	-140.6000
34.919	231.625	-172.4590
-38.428	237.926	-171.2470
8.0594	240.756	-157.6760
-12.1708	242.003	-157.5190
45.3466	226.559	-160.4420
-50.775	235.4362	-159.1141
44.9461	230.737	-150.0970
-48.7877	239.801	-148.6220
42.5738	241.477	-130.2450
-43.4963	248.491	-129.8320
48.9547	233.427	-143.4590
-51.9113	241.415	-141.8820
55.3789	155.951	-144.3060
-69.8095	166.16	-143.3280
47.6506	214.84	-186.4870
-53.3955	223.095	-186.5630
57.8799	188.7835	-164.9534
-68.9011	199.99	-162.8120
70.5272	172.26	-106.1072
-80.2586	174.0103	-102.1150
37.507	149.723	-202.0670
-55.2883	158.827	-200.8000
-11.4858	120.917	-153.0370
-7.4841	154.147	-157.9950
-4.2615	191.543	-137.2680
-11.8049	101.579	-75.2730
